,Nod_ref,Tags,Way_Id,access,amenity,area,barrier,bicycle,bridge,bus,cycleway,handrail,hgv,highway,junction,lanes,layer,leisure,name,name:en,oneway,oneway:conditional,parking:lane:both,psv,ref,route,sidewalk,surface,tourist_bus,tracktype,color_size,color,size1,size2
30,"['2074340449', '2074340445', '2074340447', '1211657223', '1717938460', '1717938461', '49937749', '49937751', '1717938465']","{'name': 'Calle Espaldas San Nicolás', 'highway': 'residential', 'source:name': 'survey'}",6065759,,,,,,,,,,,residential,,,,,Calle Espaldas San Nicolás,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
31,"['304214502', '49943504']","{'surface': 'cobblestone', 'name': 'Calle Cárcel Baja', 'highway': 'pedestrian'}",6066194,,,,,,,,,,,pedestrian,,,,,Calle Cárcel Baja,,,,,,,,,cobblestone,,,"['#A9A9A9', 'peque', 1]",#A9A9A9,peque,1
32,"['49937389', '3777103065', '3770752130']","{'name': 'Plaza Isabel Católica', 'highway': 'residential'}",6066195,,,,,,,,,,,residential,,,,,Plaza Isabel Católica,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
33,"['552870049', '49937395']","{'name': 'Plaza de los Campos', 'highway': 'residential'}",6066200,,,,,,,,,,,residential,,,,,Plaza de los Campos,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
34,"['582477794', '49943526', '1642927654', '582477616']","{'name': 'Cuesta del Pescado', 'highway': 'residential'}",6066204,,,,,,,,,,,residential,,,,,Cuesta del Pescado,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
35,"['49943552', '558518904', '308693457']","{'name': 'Calle Carrera de la Virgen', 'surface': 'paved', 'highway': 'residential', 'old_name': 'Calle Carrera del Genil', 'lanes': '1', 'oneway': 'yes'}",6066208,,,,,,,,,,,residential,,1.0,,,Calle Carrera de la Virgen,,yes,,,,,,,paved,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
36,"['581031388', '49943548', '354662177']","{'name': 'Plaza de Bibataubín', 'highway': 'residential', 'oneway': 'yes'}",6066209,,,,,,,,,,,residential,,,,,Plaza de Bibataubín,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
37,"['49952930', '533647915', '533642663', '1727638451', '49952938', '49952940', '1329638659', '1727638418', '49952942', '1727638422', '533642639', '2068101732', '1351212929']","{'name': 'Cuesta de Gomérez', 'highway': 'pedestrian'}",6067225,,,,,,,,,,,pedestrian,,,,,Cuesta de Gomérez,,,,,,,,,,,,"['#A9A9A9', 'peque', 1]",#A9A9A9,peque,1
38,"['1329638688', '49953139', '1519470261', '4213260355', '4213260356', '582471198', '582471190']","{'name': 'Calle Cuartelillo', 'highway': 'residential'}",6067230,,,,,,,,,,,residential,,,,,Calle Cuartelillo,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
39,"['49952932', '49953153']","{'name': 'Calle Cementerio de Santa Escolástica', 'highway': 'residential'}",6067232,,,,,,,,,,,residential,,,,,Calle Cementerio de Santa Escolástica,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
40,"['49953153', '1694984314', '1694984308', '1694984307']","{'name': 'Cuesta de Rodrigo del Campo', 'highway': 'residential'}",6067233,,,,,,,,,,,residential,,,,,Cuesta de Rodrigo del Campo,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
41,"['1694984307', '49953150', '1695966399', '1694984306', '49953146']","{'name': 'Placeta del Hospicio Viejo', 'highway': 'residential'}",6067234,,,,,,,,,,,residential,,,,,Placeta del Hospicio Viejo,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
42,"['49953146', '1329638679', '49953143']","{'name': 'Calle Damasqueros', 'highway': 'residential'}",6067235,,,,,,,,,,,residential,,,,,Calle Damasqueros,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
43,"['552908729', '1329638666', '49953142']","{'name': 'Calle Cocheras de San Cecilio', 'highway': 'residential', 'oneway': 'yes'}",6067237,,,,,,,,,,,residential,,,,,Calle Cocheras de San Cecilio,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
44,"['882456776', '49953170', '2068288724', '2068288717']","{'name': 'Paseo del Generalife', 'highway': 'residential', 'oneway': 'yes'}",6067238,,,,,,,,,,,residential,,,,,Paseo del Generalife,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
45,"['49953206', '49953207', '3579685209', '49953216', '49953221', '49953224', '49953227', '49953231', '49953233', '49953184', '2835411710', '2068288709', '49953172']",{'highway': 'footway'},6067239,,,,,,,,,,,footway,,,,,,,,,,,,,,,,,"['#FF6347', 'linea', 1]",#FF6347,linea,1
46,"['49953184', '49953187', '49953191', '49953194', '49953196', '49953197', '49953200', '49953202', '295148425', '295148427', '295148428', '295148429', '295148431', '295148433', '295148455', '295148438', '295148442', '295148443', '295148444', '295148447', '295148446']","{'highway': 'footway', 'created_by': 'JOSM'}",6067240,,,,,,,,,,,footway,,,,,,,,,,,,,,,,,"['#FF6347', 'linea', 1]",#FF6347,linea,1
47,"['295148498', '295148497', '295148500', '49953242', '49953245', '49953247']","{'highway': 'footway', 'created_by': 'JOSM'}",6067241,,,,,,,,,,,footway,,,,,,,,,,,,,,,,,"['#FF6347', 'linea', 1]",#FF6347,linea,1
48,"['49953247', '2068070244', '49953253', '49953257']",{'highway': 'footway'},6067242,,,,,,,,,,,footway,,,,,,,,,,,,,,,,,"['#FF6347', 'linea', 1]",#FF6347,linea,1
49,"['49953257', '2068101811', '49953266', '2068101790']",{'highway': 'footway'},6067243,,,,,,,,,,,footway,,,,,,,,,,,,,,,,,"['#FF6347', 'linea', 1]",#FF6347,linea,1
50,"['49953260', '49953308', '49953309', '49953310']",{'highway': 'footway'},6067244,,,,,,,,,,,footway,,,,,,,,,,,,,,,,,"['#FF6347', 'linea', 1]",#FF6347,linea,1
51,"['53276784', '1708718523', '1708718524', '1756699032', '1756699034']","{'name': 'Cuesta de San Augustin', 'highway': 'steps'}",6554789,,,,,,,,,,,steps,,,,,Cuesta de San Augustin,,,,,,,,,,,,"['#FF0000', 'peque', 1]",#FF0000,peque,1
52,"['1756699029', '53276785']","{'name': 'Calle Peso de la Harina', 'highway': 'residential'}",6554792,,,,,,,,,,,residential,,,,,Calle Peso de la Harina,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
53,"['53276834', '1027266553', '1027266693', '53276835', '1027266838', '53276836']","{'name': 'Barranco de los Naranjos', 'highway': 'residential'}",6554798,,,,,,,,,,,residential,,,,,Barranco de los Naranjos,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
54,"['533625897', '1707003616', '533625898', '533625899', '533625900', '1707003614', '533625904', '1668850671', '1668850674', '53276878', '53276881', '533625889', '533625890', '533625891', '1668850655', '533625892', '1027266246', '533625893', '533625894', '1027266184', '1027266312', '533625895', '53276828', '53276829', '1027266438', '53276830', '53276831', '1027266578', '53276832', '53276837', '53276836']","{'name': 'Calle Verea de Enmedio', 'highway': 'residential'}",6554801,,,,,,,,,,,residential,,,,,Calle Verea de Enmedio,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
55,"['53276841', '1027267412', '1027266151', '53276842', '1027266282', '1027266412', '53276858', '1027266545', '53276859']","{'name': 'Placeta de la Lomilla', 'highway': 'residential'}",6554802,,,,,,,,,,,residential,,,,,Placeta de la Lomilla,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
56,"['53276793', '1668850619', '1668850626', '53276868']","{'name': 'Calle Montes Claros', 'highway': 'steps'}",6554803,,,,,,,,,,,steps,,,,,Calle Montes Claros,,,,,,,,,,,,"['#FF0000', 'peque', 1]",#FF0000,peque,1
57,"['53276870', '1748444099', '53276872']","{'name': 'Cuesta Juanillo Gallino', 'highway': 'footway'}",6554805,,,,,,,,,,,footway,,,,,Cuesta Juanillo Gallino,,,,,,,,,,,,"['#FF6347', 'linea', 1]",#FF6347,linea,1
58,"['53276879', '53276882', '53276883', '53276884', '53276885', '53276886', '53276887', '53276888', '1027266334', '1027266465', '53276889', '53276890', '53276891', '53276892', '53276893', '53276894', '53276895', '1027266611', '53276896', '53276897', '53276898', '53276899', '53276900', '53276901', '53276902', '53276903', '53276904']",{'highway': 'path'},6554812,,,,,,,,,,,path,,,,,,,,,,,,,,,,,"['#FF6347', 'linea', 1]",#FF6347,linea,1
59,"['53276904', '53276941', '53276942', '53276943', '53276982', '53276981', '53276980', '53276979', '53276978', '53276977', '53276976', '53276975', '53276974', '53276973', '53276972', '53276971', '53276970', '53276963', '1511340705', '1511340706', '1511340715', '1511340717', '1511340719', '1511340720', '1511340721', '1511340722', '264674343']",{'highway': 'path'},6554819,,,,,,,,,,,path,,,,,,,,,,,,,,,,,"['#FF6347', 'linea', 1]",#FF6347,linea,1
60,"['53276943', '53276947', '53276948', '53276949', '53276950', '53276951', '53276952', '53276953', '53276954', '53276955', '53276956', '53276957', '53276958', '53276959', '53276960', '53276961']",{'highway': 'path'},6554823,,,,,,,,,,,path,,,,,,,,,,,,,,,,,"['#FF6347', 'linea', 1]",#FF6347,linea,1
61,"['53276950', '53276985', '53276987', '53276988', '53276989', '53276990']",{'highway': 'path'},6554831,,,,,,,,,,,path,,,,,,,,,,,,,,,,,"['#FF6347', 'linea', 1]",#FF6347,linea,1
62,"['1767843070', '3492853602']","{'name': 'Paseo Jardín de la Reina', 'highway': 'residential'}",8313820,,,,,,,,,,,residential,,,,,Paseo Jardín de la Reina,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
63,"['301014848', '1449410610', '1449410599', '354662195', '21293573', '4353292879', '582477609']","{'name': 'Paseo de la Bomba', 'highway': 'primary', 'oneway': 'yes'}",8313828,,,,,,,,,,,primary,,,,,Paseo de la Bomba,,yes,,,,,,,,,,"['#FFA07A', 'grande', 1]",#FFA07A,grande,1
64,"['1692121831', '1692121839', '1598735952', '330250421', '1598735954', '330250498', '941644337', '1423279470', '1893807604', '33143018']","{'name': 'Avenida Luis Miranda Dávalos', 'highway': 'tertiary', 'oneway': 'yes'}",8617529,,,,,,,,,,,tertiary,,,,,Avenida Luis Miranda Dávalos,,yes,,,,,,,,,,"['#FFFFFF', 'grande', 1]",#FFFFFF,grande,1
65,"['61369656', '1203472502', '61369661', '61369672']","{'name': 'Carretera de Murcia', 'source:date': '2008', 'source': 'PNOA', 'highway': 'secondary', 'lanes': '2', 'oneway': 'yes'}",8617663,,,,,,,,,,,secondary,,2.0,,,Carretera de Murcia,,yes,,,,,,,,,,"['#FFFF00', 'grande', 1]",#FFFF00,grande,1
66,"['61372948', '83533861', '1187111196', '61372957', '1814816492', '173035905', '1814805983', '1187111151', '1511337221', '1187111120', '1814816486', '1187111177', '1814816478', '1187111201', '61372967', '1187111128', '78640927']","{'name': 'Camino de San Antonio', 'highway': 'residential', 'oneway': 'yes'}",9037258,,,,,,,,,,,residential,,,,,Camino de San Antonio,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
67,"['61366594', '944852774', '582488824', '582488810', '66529930', '66530000', '1755892567', '66530087']","{'name': 'Calle Tibónidas', 'highway': 'residential'}",9041049,,,,,,,,,,,residential,,,,,Calle Tibónidas,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
68,"['61366590', '941644326', '1513971969', '82771422', '582488823', '1384732699', '1384732404', '77756964', '1384732407', '66530087', '265744851', '1755892554']","{'name': 'Avenida de Pulianas', 'highway': 'tertiary'}",9041061,,,,,,,,,,,tertiary,,,,,Avenida de Pulianas,,,,,,,,,,,,"['#FFFFFF', 'grande', 1]",#FFFFFF,grande,1
69,"['61366591', '582488815', '1512617418', '544473720', '1518843256', '1756998549', '1596078617', '1596078615']","{'name': 'Calle Periodista Luis de Vicente', 'highway': 'secondary', 'oneway': 'yes'}",9041064,,,,,,,,,,,secondary,,,,,Calle Periodista Luis de Vicente,,yes,,,,,,,,,,"['#FFFF00', 'grande', 1]",#FFFF00,grande,1
70,"['881029034', '76643274', '1669120263', '1669120271', '283372426']","{'highway': 'secondary', 'shoulder': 'yes', 'shoulder:width': '1', 'ref': 'A-395'}",9707586,,,,,,,,,,,secondary,,,,,,,,,,,A-395,,,,,,"['#FFFF00', 'grande', 1]",#FFFF00,grande,1
71,"['76643337', '304495809', '283254766', '304495800', '283254767', '283254768', '76643342']","{'maxspeed': '60', 'lit': 'yes', 'ref': 'A-395', 'name': 'Ronda Sur', 'layer': '-1', 'highway': 'motorway', 'tunnel': 'yes', 'lanes': '2', 'oneway': 'yes'}",9711890,,,,,,,,,,,motorway,,2.0,-1.0,,Ronda Sur,,yes,,,,A-395,,,,,,"['#DC143C', 'grande', 2]",#DC143C,grande,2
72,"['304495786', '1644654358', '1644654354', '76643347']","{'maxspeed': '80', 'highway': 'motorway_link', 'lanes': '1', 'oneway': 'yes'}",9711891,,,,,,,,,,,motorway_link,,1.0,,,,,yes,,,,,,,,,,"['#DC143C', 'grande', 1]",#DC143C,grande,1
73,"['76649100', '4009728235', '4009728237', '283254578', '1669120231', '4009728244', '4009728242', '1669120268', '283372426']","{'highway': 'secondary_link', 'oneway': 'yes'}",9712172,,,,,,,,,,,secondary_link,,,,,,,yes,,,,,,,,,,"['#FFFF00', 'grande', 1]",#FFFF00,grande,1
74,"['494839394', '1449404590', '1449404586', '494839395']","{'highway': 'primary', 'junction': 'roundabout'}",9712678,,,,,,,,,,,primary,roundabout,,,,,,,,,,,,,,,,"['#FFA07A', 'grande', 1]",#FFA07A,grande,1
75,"['21293555', '2216077392', '2216077387', '552784308', '552784361', '21293499']","{'name': 'Plaza Rotary', 'surface': 'asphalt', 'maxspeed': '30', 'highway': 'primary', 'lanes': '2', 'junction': 'roundabout'}",9712679,,,,,,,,,,,primary,roundabout,2.0,,,Plaza Rotary,,,,,,,,,asphalt,,,"['#FFA07A', 'grande', 1]",#FFA07A,grande,1
76,"['76685395', '76685390']","{'layer': '1', 'name': 'Puente San Antón', 'highway': 'tertiary', 'bridge': 'yes'}",9714276,,,,,,yes,,,,,tertiary,,,1.0,,Puente San Antón,,,,,,,,,,,,"['#FFFFFF', 'grande', 1]",#FFFFFF,grande,1
77,"['303991386', '388430245']","{'highway': 'primary', 'oneway': 'yes'}",9714277,,,,,,,,,,,primary,,,,,,,yes,,,,,,,,,,"['#FFA07A', 'grande', 1]",#FFA07A,grande,1
78,"['76685462', '310155026']",{'highway': 'residential'},9714278,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
79,"['61366567', '312590782', '554895238', '554895117', '1352809675', '61366570']","{'name': 'Calle Náyades', 'highway': 'residential'}",9776691,,,,,,,,,,,residential,,,,,Calle Náyades,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
80,"['551498471', '1814668007', '1814668010', '61366588']","{'name': 'Calle Tete Montoliú', 'highway': 'secondary', 'oneway': 'yes'}",9776693,,,,,,,,,,,secondary,,,,,Calle Tete Montoliú,,yes,,,,,,,,,,"['#FFFF00', 'grande', 1]",#FFFF00,grande,1
81,"['61366590', '1513971971', '552778901', '290918460', '552778908', '1513971972', '61366591']","{'highway': 'secondary', 'junction': 'roundabout'}",9776694,,,,,,,,,,,secondary,roundabout,,,,,,,,,,,,,,,,"['#FFFF00', 'grande', 1]",#FFFF00,grande,1
82,"['21293521', '77756920']","{'name': 'Plaza de San Isidro', 'highway': 'secondary', 'oneway': 'yes'}",9776992,,,,,,,,,,,secondary,,,,,Plaza de San Isidro,,yes,,,,,,,,,,"['#FFFF00', 'grande', 1]",#FFFF00,grande,1
83,"['61366555', '484570719']","{'name': 'Calle Periodista Alberto Machado Cayuso', 'highway': 'residential', 'oneway': 'yes'}",9777921,,,,,,,,,,,residential,,,,,Calle Periodista Alberto Machado Cayuso,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
84,"['61366557', '61366560']","{'name': 'Calle Periodista Fernando Gómez de la Cruz', 'highway': 'tertiary', 'oneway': 'yes'}",9777922,,,,,,,,,,,tertiary,,,,,Calle Periodista Fernando Gómez de la Cruz,,yes,,,,,,,,,,"['#FFFFFF', 'grande', 1]",#FFFFFF,grande,1
85,"['1589438808', '61366553', '306513492', '306513488', '306513507', '61366555']","{'name': 'Calle Periodista Rafael Gómez Montero', 'highway': 'residential'}",9777927,,,,,,,,,,,residential,,,,,Calle Periodista Rafael Gómez Montero,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
86,"['82773673', '1595189781', '1595189785', '308834752', '1681774743', '308834753', '1595189803']","{'name': 'Calle Matilde Cantos', 'highway': 'residential'}",9778712,,,,,,,,,,,residential,,,,,Calle Matilde Cantos,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
87,"['77735539', '1828460934', '1684907825', '77735547']","{'name': 'Calle Gobernador Pedro Temboury', 'highway': 'tertiary', 'oneway': 'yes'}",9778717,,,,,,,,,,,tertiary,,,,,Calle Gobernador Pedro Temboury,,yes,,,,,,,,,,"['#FFFFFF', 'grande', 1]",#FFFFFF,grande,1
88,"['565567934', '1600943276', '1600943275', '1600943274', '582486694', '1751168619', '1751168616', '1751168613', '77735526']","{'name': 'Calle Pintor Chavarito', 'highway': 'residential'}",9778720,,,,,,,,,,,residential,,,,,Calle Pintor Chavarito,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
89,"['33143048', '1132201480']","{'layer': '1', 'highway': 'motorway_link', 'bridge': 'yes', 'oneway': 'yes'}",9779227,,,,,,yes,,,,,motorway_link,,,1.0,,,,yes,,,,,,,,,,"['#DC143C', 'grande', 1]",#DC143C,grande,1
90,"['77747165', '1820004882', '1820004884', '1820004890', '1820004895', '1820004906', '1820004917', '1820004930']","{'name': 'Avenida de Andalucía (Cerrillo)', 'highway': 'motorway_link', 'oneway': 'yes'}",9779229,,,,,,,,,,,motorway_link,,,,,Avenida de Andalucía (Cerrillo),,yes,,,,,,,,,,"['#DC143C', 'grande', 1]",#DC143C,grande,1
91,"['77756881', '1700802266', '2074362675', '1700802244', '306522069', '1700802116', '306522070']","{'name': 'Avenida Capitán Moreno', 'highway': 'residential', 'oneway': 'yes'}",9779634,,,,,,,,,,,residential,,,,,Avenida Capitán Moreno,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
92,"['306522083', '1700802117', '306522019', '2074380518', '1709795955', '77756901']","{'name': 'Calle Acera de San Ildefonso', 'highway': 'residential', 'oneway': 'yes'}",9779635,,,,,,,,,,,residential,,,,,Calle Acera de San Ildefonso,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
93,"['77756964', '1732755345', '1384731641', '1384731902', '582490505', '1384731796', '1384731980', '77756970']","{'name': 'Calle San Ambrosio', 'highway': 'residential'}",9779640,,,,,,,,,,,residential,,,,,Calle San Ambrosio,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
94,"['77756970', '77756982']","{'name': 'Calle San Fernando', 'highway': 'residential'}",9779641,,,,,,,,,,,residential,,,,,Calle San Fernando,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
95,"['185927197', '1654315223', '61366602', '61366604']","{'name': 'Calle Abanilla', 'highway': 'residential', 'oneway': 'yes'}",9832715,,,,,,,,,,,residential,,,,,Calle Abanilla,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
96,"['21293463', '61366604']","{'name': 'Calle Pizarro Cenjor', 'highway': 'residential', 'source': 'Yahoo! aerial imagery', 'oneway': 'no'}",9832718,,,,,,,,,,,residential,,,,,Calle Pizarro Cenjor,,no,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
97,"['49937441', '1203472540', '1203472756', '78640663', '614596832']","{'name': 'Cuesta de San Antonio', 'highway': 'residential', 'source': 'PNOA', 'source:date': '2008', 'oneway': 'no'}",9834999,,,,,,,,,,,residential,,,,,Cuesta de San Antonio,,no,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
98,"['1203472591', '61369769', '617378463', '617617456', '78640877', '1203472469']","{'maxspeed': '30', 'highway': 'secondary', 'junction': 'roundabout'}",9835001,,,,,,,,,,,secondary,roundabout,,,,,,,,,,,,,,,,"['#FFFF00', 'grande', 1]",#FFFF00,grande,1
99,"['1203472591', '1203472867', '1203472927', '1187111121', '1203472714', '617617455']","{'name': 'Carretera de Murcia', 'source:date': '2008', 'source': 'PNOA', 'highway': 'secondary', 'lanes': '1', 'oneway': 'yes'}",9835007,,,,,,,,,,,secondary,,1.0,,,Carretera de Murcia,,yes,,,,,,,,,,"['#FFFF00', 'grande', 1]",#FFFF00,grande,1
100,"['1203472327', '1187111172', '1203472396', '1187111117', '1187111199', '1203472472', '617617458']","{'name': 'Carretera de Murcia', 'source:date': '2008', 'source': 'PNOA', 'highway': 'secondary', 'lanes': '1', 'oneway': 'yes'}",9835011,,,,,,,,,,,secondary,,1.0,,,Carretera de Murcia,,yes,,,,,,,,,,"['#FFFF00', 'grande', 1]",#FFFF00,grande,1
101,"['1755892533', '1384732863', '582490507', '1384732629', '1384732122', '78641128']","{'name': 'Calle San Fermín', 'highway': 'residential'}",9835015,,,,,,,,,,,residential,,,,,Calle San Fermín,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
102,"['558846282', '1755892497', '1755892509', '78641128', '265744852', '82771424', '77756970']","{'name': 'Calle San Fernando', 'highway': 'residential', 'oneway': 'yes'}",9835018,,,,,,,,,,,residential,,,,,Calle San Fernando,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
103,"['78641299', '1968421806', '1423279481', '1384805388', '1384805018', '573536717', '1692121846']","{'name': 'Avenida Luis Miranda Dávalos', 'highway': 'tertiary', 'oneway': 'yes'}",9835036,,,,,,,,,,,tertiary,,,,,Avenida Luis Miranda Dávalos,,yes,,,,,,,,,,"['#FFFFFF', 'grande', 1]",#FFFFFF,grande,1
104,"['1692121846', '573536719', '3406057900', '3406057899', '554867511']","{'name': 'Avenida de la Argentinita', 'highway': 'tertiary', 'oneway': 'yes'}",9835059,,,,,,,,,,,tertiary,,,,,Avenida de la Argentinita,,yes,,,,,,,,,,"['#FFFFFF', 'grande', 1]",#FFFFFF,grande,1
105,"['484568576', '1757388772', '61366570']","{'highway': 'residential', 'oneway': 'yes'}",9835080,,,,,,,,,,,residential,,,,,,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
106,"['82771422', '1384731705', '1384732127', '1384732087', '582490531', '1384732192', '1384731886', '1681780697', '77756982']","{'name': 'Calle San Rómulo', 'highway': 'residential'}",9835085,,,,,,,,,,,residential,,,,,Calle San Rómulo,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
107,"['308473368', '1820004893', '1820004930']","{'maxspeed': '80', 'ref': 'A-92G', 'name': 'Avenida de Andalucía (Cerrillo)', 'layer': '0', 'highway': 'trunk', 'source': 'datos oficiales', 'lanes': '2', 'oneway': 'yes'}",9835089,,,,,,,,,,,trunk,,2.0,0.0,,Avenida de Andalucía (Cerrillo),,yes,,,,A-92G,,,,,,"['#FA8072', 'grande', 2]",#FA8072,grande,2
108,"['78695242', '1384805133', '290918342', '551498450', '61366582']","{'highway': 'secondary', 'junction': 'roundabout'}",9838451,,,,,,,,,,,secondary,roundabout,,,,,,,,,,,,,,,,"['#FFFF00', 'grande', 1]",#FFFF00,grande,1
109,"['21293487', '1033185281', '79459524']","{'name': 'Paseo de Cartuja', 'highway': 'tertiary', 'oneway': 'yes'}",9861688,,,,,,,,,,,tertiary,,,,,Paseo de Cartuja,,yes,,,,,,,,,,"['#FFFFFF', 'grande', 1]",#FFFFFF,grande,1
110,"['1025639665', '1025640096', '1025639458', '1025639581', '1025639568', '1025639705', '1025640009', '1025640202', '1025640046', '484584013', '484584708', '484617832', '484589806', '1613218881', '1025639975']","{'name': 'Calle Casería del Cerro', 'highway': 'tertiary', 'oneway': 'yes'}",9861896,,,,,,,,,,,tertiary,,,,,Calle Casería del Cerro,,yes,,,,,,,,,,"['#FFFFFF', 'grande', 1]",#FFFFFF,grande,1
111,"['61356194', '2216451095', '2216451097', '983525395', '80041603', '80041609']","{'highway': 'trunk_link', 'lanes': '1', 'oneway': 'yes'}",9884824,,,,,,,,,,,trunk_link,,1.0,,,,,yes,,,,,,,,,,"['#FA8072', 'grande', 1]",#FA8072,grande,1
112,"['80041728', '1470631808', '881028680', '1470631802', '80041721', '1470631809', '881029129', '1470631810', '1470631807', '80041700', '1470631789', '1470631787', '881028843', '1470631788', '80041743', '1470631790', '1470631782', '80041728']","{'highway': 'tertiary', 'ref': 'GR-3418', 'junction': 'roundabout', 'source': 'datos oficiales'}",9884825,,,,,,,,,,,tertiary,roundabout,,,,,,,,,,GR-3418,,,,,,"['#FFFFFF', 'grande', 1]",#FFFFFF,grande,1
113,"['265746031', '1831980068', '1502984366', '80041656', '1502984345', '1502984340', '1502984338', '1502984335', '80041659', '80041662', '1502984333', '1613232728', '1613232727', '80041663', '1613232726', '1613232725', '80041667', '1831992537', '1831992534', '1613232724', '1613232723', '1613232722', '80041671', '1613232721', '1613232720', '1613232719', '80041675', '1613232718', '1613232717', '1613232716', '80041680', '1613232715', '1613232714', '1613232713', '1613232712', '1613232711', '80041688', '80041721']","{'name': 'Camino de Purchil (Bobadilla)', 'highway': 'tertiary', 'ref': 'GR-3418', 'source': 'datos oficiales'}",9884826,,,,,,,,,,,tertiary,,,,,Camino de Purchil (Bobadilla),,,,,,GR-3418,,,,,,"['#FFFFFF', 'grande', 1]",#FFFFFF,grande,1
114,"['80041743', '581055770']","{'highway': 'tertiary', 'ref': 'GR-3418', 'source': 'datos oficiales'}",9884827,,,,,,,,,,,tertiary,,,,,,,,,,,GR-3418,,,,,,"['#FFFFFF', 'grande', 1]",#FFFFFF,grande,1
115,"['82641967', '881028980', '881029200', '881028787']","{'highway': 'tertiary', 'oneway': 'no'}",10056675,,,,,,,,,,,tertiary,,,,,,,no,,,,,,,,,,"['#FFFFFF', 'grande', 1]",#FFFFFF,grande,1
116,"['21478876', '288595519']","{'source:date': '2008', 'highway': 'motorway_link', 'source': 'PNOA', 'oneway': 'yes'}",10071868,,,,,,,,,,,motorway_link,,,,,,,yes,,,,,,,,,,"['#DC143C', 'grande', 1]",#DC143C,grande,1
117,"['265744978', '330186057']","{'name': 'Calle San Ignacio', 'highway': 'residential', 'oneway': 'yes'}",10071874,,,,,,,,,,,residential,,,,,Calle San Ignacio,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
118,"['66530167', '1513971974', '82773653']","{'name': 'Calle Fray Juan Sánchez Cotán', 'highway': 'secondary'}",10072155,,,,,,,,,,,secondary,,,,,Calle Fray Juan Sánchez Cotán,,,,,,,,,,,,"['#FFFF00', 'grande', 1]",#FFFF00,grande,1
